Incident_DateTime,Borough,Battalion,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
01/05/2018 07:41:16 PM,Queens,46,MD Residential Structure,Candle,Open Flame
01/05/2018 07:46:51 PM,Bronx,03,MD Residential Structure,Preliminary Investigation Only,Other
01/05/2018 08:33:00 PM,Brooklyn,32,MD Residential Structure,Incendiary,Incendiary
01/05/2018 09:56:00 PM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/05/2018 10:08:00 PM,Brooklyn,33,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/05/2018 11:10:00 PM,Bronx,03,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/06/2018 07:46:50 AM,Queens,47,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/06/2018 08:36:36 AM,Queens,51,PD Residential Structure,Candle,Open Flame
01/06/2018 10:57:00 AM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
01/06/2018 11:01:00 AM,Manhattan,08,Commercial Structure,Preliminary Investigation Only,Other
01/06/2018 11:05:00 AM,Bronx,03,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
01/06/2018 12:12:15 PM,Bronx,27,MD Residential Structure,Other - Hot Objects,Hot Objects
01/06/2018 12:55:27 PM,Brooklyn,41,MD Residential Structure,Electrical Wiring,Electrical
01/06/2018 01:15:00 PM,Bronx,26,MD Residential Structure,Preliminary Investigation Only,Other
01/06/2018 01:59:00 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
01/06/2018 04:46:42 PM,Bronx,19,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
01/06/2018 04:49:24 PM,Manhattan,12,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/06/2018 05:17:08 PM,Brooklyn,58,PD Residential Structure,Portable Heater - Kerosene,Heaters
01/06/2018 05:26:00 PM,Manhattan,06,MD Residential Structure,Clothes Dryer,Appliances
01/06/2018 06:10:27 PM,Brooklyn,38,MD Residential Structure,Incendiary,Incendiary
01/06/2018 08:17:57 PM,Brooklyn,44,PD Residential Structure,Electrical Wiring,Electrical
01/06/2018 08:25:00 PM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/06/2018 08:47:00 PM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
01/06/2018 09:28:00 PM,Manhattan,13,Outside Rubbish,Incendiary - Combustible Material,Incendiary
01/06/2018 11:12:00 PM,Bronx,14,MD Residential Structure,Incendiary,Incendiary
01/06/2018 11:21:00 PM,Bronx,14,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/07/2018 12:33:17 AM,Brooklyn,42,Commercial Structure,Portable Heater - Electric,Heaters
01/07/2018 01:26:58 AM,Queens,54,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/07/2018 01:43:00 AM,Brooklyn,57,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/07/2018 02:11:00 AM,Manhattan,13,MD Residential Structure,Preliminary Investigation Only,Other
01/07/2018 02:32:00 AM,Manhattan,12,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/07/2018 04:08:31 AM,Bronx,19,Commercial Structure,Stove/Cooking - Other,Cooking Carelessness
01/07/2018 08:06:00 AM,Manhattan,12,Vehicle,Incendiary - Combustible Material,Incendiary
01/07/2018 08:55:00 AM,Queens,51,MD Residential Structure,Preliminary Investigation Only,Other
01/07/2018 11:14:13 AM,Brooklyn,38,MD Residential Structure,Other - Electrical,Electrical
01/07/2018 11:19:32 AM,Queens,53,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/07/2018 11:20:26 AM,Manhattan,16,MD Residential Structure,Torch - Legal Use of,Open Flame
01/07/2018 12:38:52 PM,Staten Island,21,PD Residential Structure,Preliminary Investigation Only,Other
01/07/2018 03:31:00 PM,Brooklyn,37,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/07/2018 05:22:00 PM,Bronx,15,MD Residential Structure,Preliminary Investigation Only,Other
01/07/2018 07:48:00 PM,Manhattan,10,MD Residential Structure,Incendiary,Incendiary
01/07/2018 09:30:47 PM,Brooklyn,44,MD Residential Structure,Preliminary Investigation Only,Other
01/07/2018 09:31:32 PM,Manhattan,11,MD Residential Structure,Candle,Open Flame
01/07/2018 11:20:16 PM,Manhattan,13,MD Residential Structure,Incendiary,Incendiary
01/07/2018 11:27:00 PM,Brooklyn,35,MD Residential Structure,Incendiary - Combustible Material,Incendiary
08/07/2018 12:25:06 AM,Manhattan,06,Street,Incendiary,Incendiary
01/08/2018 02:23:00 AM,Queens,47,MD Residential Structure,Incendiary,Incendiary
01/08/2018 02:53:00 AM,Bronx,18,Hospital,Smoking (Cigarette/Cigar),Smoking
01/08/2018 06:05:00 AM,Staten Island,23,PD Residential Structure,Hard Wire Outlet,Electrical
01/08/2018 06:56:00 AM,Bronx,15,PD Residential Structure,Preliminary Investigation Only,Other
01/08/2018 06:58:49 AM,Manhattan,08,MD Residential Structure,Other - Electrical,Electrical
01/08/2018 07:31:50 AM,Manhattan,16,MD Residential Structure,Appliance Cord,Electrical
01/08/2018 10:29:17 AM,Staten Island,23,PD Residential Structure,Portable Heater - Electric,Heaters
01/08/2018 11:55:00 AM,Bronx,40,Commercial Structure,Other Appliance,Appliances
01/08/2018 12:46:20 PM,Brooklyn,41,Commercial Structure,Permanent Heater - Oil,Heaters
01/08/2018 01:08:33 PM,Brooklyn,35,MD Residential Structure,Electrical Wiring,Electrical
01/08/2018 02:53:00 PM,Brooklyn,43,MD Residential Structure,Food on the Stove,Cooking Carelessness
01/08/2018 06:31:00 PM,Brooklyn,58,PD Residential Structure,Preliminary Investigation Only,Other
01/08/2018 07:00:00 PM,Brooklyn,31,Vehicle,Electrical Wiring,Electrical
01/08/2018 07:15:00 PM,Bronx,52,MD Residential Structure,Preliminary Investigation Only,Other
01/08/2018 08:45:00 PM,Brooklyn,28,PD Residential Structure,Preliminary Investigation Only,Other
01/08/2018 10:06:00 PM,Brooklyn,33,PD Residential Structure,Torch - Legal Use of,Open Flame
01/09/2018 12:48:00 AM,Brooklyn,35,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
01/09/2018 12:57:00 AM,Brooklyn,28,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/09/2018 02:46:12 AM,Queens,46,Commercial Structure,Incendiary - Ignitable Liquid,Incendiary
01/09/2018 05:58:31 AM,Brooklyn,37,PD Residential Structure,Other - Open Flame,Open Flame
01/09/2018 08:26:29 AM,Brooklyn,44,PD Residential Structure,Incendiary - Combustible Material,Incendiary
01/09/2018 09:50:13 AM,Manhattan,16,MD Residential Structure,Other - No Fire,No Fire
01/09/2018 10:48:40 AM,Queens,45,Garage/Shed,Electrical Wiring,Electrical
01/09/2018 12:53:00 PM,Bronx,14,MD Residential Structure,Electrical Wiring,Electrical
01/09/2018 04:36:00 PM,Brooklyn,43,Street,Matches/Lighter,Open Flame
01/09/2018 04:48:33 PM,Manhattan,12,MD Residential Structure,Food on the Stove,Cooking Carelessness
01/09/2018 05:00:00 PM,Brooklyn,58,Other,Juvenile Firesetter Intervention,Other
01/09/2018 05:21:53 PM,Brooklyn,58,PD Residential Structure,Other - Electrical,Electrical
01/09/2018 05:27:16 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
01/09/2018 05:50:16 PM,Bronx,26,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
01/09/2018 07:59:00 PM,Manhattan,12,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
01/09/2018 09:55:04 PM,Queens,50,No Fire,Other - No Fire,No Fire
01/10/2018 12:33:57 AM,Queens,47,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/10/2018 02:00:00 AM,Brooklyn,44,MD Residential Structure,Incendiary,Incendiary
01/10/2018 07:48:07 AM,Queens,51,MD Residential Structure,Food on the Stove,Cooking Carelessness
01/10/2018 08:25:00 AM,Bronx,20,MD Residential Structure,Preliminary Investigation Only,Other
01/10/2018 08:44:00 AM,Bronx,14,MD Residential Structure,Portable Heater - Electric,Heaters
01/10/2018 09:50:00 AM,Manhattan,09,School,Incendiary,Incendiary
01/10/2018 11:11:51 AM,Manhattan,04,MD Residential Structure,Electrical Wiring,Electrical
01/10/2018 12:14:10 PM,Bronx,03,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/10/2018 12:34:00 PM,Bronx,20,MD Residential Structure,Preliminary Investigation Only,Other
01/10/2018 04:10:00 PM,Brooklyn,58,MD Residential Structure,Incendiary,Incendiary
01/10/2018 04:27:00 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
01/10/2018 05:46:39 PM,Brooklyn,41,MD Residential Structure,Electrical Wiring,Electrical
01/10/2018 06:30:39 PM,Queens,45,MD Residential Structure,Other - Hot Objects,Hot Objects
01/10/2018 08:16:00 PM,Bronx,27,Outside Rubbish,Incendiary - Combustible Material,Incendiary
01/10/2018 10:30:28 PM,Bronx,27,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
01/11/2018 12:03:00 AM,Brooklyn,38,MD Residential Structure,Preliminary Investigation Only,Other
01/11/2018 03:24:00 AM,Bronx,18,MD Residential Structure,Candle,Open Flame
01/11/2018 07:26:00 AM,Brooklyn,44,PD Residential Structure,Incendiary,Incendiary
01/11/2018 09:46:00 AM,Bronx,14,MD Residential Structure,Preliminary Investigation Only,Other
01/11/2018 11:15:00 AM,Bronx,26,MD Residential Structure,Preliminary Investigation Only,Other
01/11/2018 11:34:12 AM,Queens,54,PD Residential Structure,Candle,Open Flame
01/11/2018 12:00:00 PM,Staten Island,21,MFA,Other - No Fire,No Fire
01/11/2018 12:55:09 PM,Brooklyn,58,PD Residential Structure,Power Strip,Electrical
01/11/2018 01:22:34 PM,Staten Island,21,Public Structure,Incendiary,Incendiary
01/11/2018 01:47:23 PM,Queens,50,MD Residential Structure,Candle,Open Flame
01/11/2018 01:53:59 PM,Brooklyn,48,MD Residential Structure,Incendiary,Incendiary
01/11/2018 02:52:00 PM,Manhattan,10,MD Residential Structure,Heat or Sparks from Friction,Hot Objects
01/11/2018 07:18:00 PM,Bronx,19,Vehicle,Incendiary - Combustible Material,Incendiary
01/11/2018 08:59:19 PM,Manhattan,11,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/11/2018 09:27:54 PM,Queens,46,Vehicle,Vehicle Wiring,Electrical
01/11/2018 11:16:00 PM,Brooklyn,39,Garage/Shed,Portable Heater - Electric,Heaters
01/11/2018 11:57:00 PM,Manhattan,12,MD Residential Structure,Other - Hot Objects,Hot Objects
01/12/2018 02:40:00 AM,Queens,54,Vehicle,Incendiary - Combustible Material,Incendiary
01/12/2018 04:21:40 AM,Queens,54,PD Residential Structure,Candle,Open Flame
01/12/2018 08:03:46 AM,Manhattan,11,Commercial Structure,Incendiary,Incendiary
01/12/2018 08:09:01 AM,Brooklyn,32,Commercial Structure,Extension Cord,Electrical
01/12/2018 08:55:59 AM,Bronx,17,MD Residential Structure,Preliminary Investigation Only,Other
01/12/2018 09:12:35 AM,Brooklyn,38,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/12/2018 11:24:29 AM,Queens,47,MD Residential Structure,Heat from Light Bulb,Hot Objects
01/12/2018 12:41:45 PM,Queens,45,Commercial Structure,Electrical Wiring,Electrical
01/12/2018 01:30:00 PM,Brooklyn,39,PD Residential Structure,Preliminary Investigation Only,Other
01/12/2018 02:39:13 PM,Manhattan,11,MD Residential Structure,Refrigeration Compressor,Appliances
01/12/2018 03:39:00 PM,Bronx,03,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/12/2018 04:57:00 PM,Queens,54,Group Home,MFA,No Fire
01/12/2018 08:16:00 PM,Brooklyn,33,PD Residential Structure,Preliminary Investigation Only,Other
01/12/2018 10:53:00 PM,Brooklyn,32,Commercial Structure,Preliminary Investigation Only,Other
01/12/2018 11:07:34 PM,Manhattan,12,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
01/13/2018 01:23:02 AM,Bronx,15,MD Residential Structure,Electrical Wiring,Electrical
01/13/2018 03:14:54 AM,Bronx,26,Vehicle,Other,Other
01/13/2018 06:01:36 AM,Brooklyn,44,Manhole,Preliminary Investigation Only,Other
01/13/2018 07:04:13 AM,Brooklyn,58,Commercial Structure,Electrical Wiring,Electrical
01/13/2018 07:28:49 AM,Queens,46,MD Residential Structure,Stove  - Natural Gas,Appliances
01/13/2018 09:57:29 AM,Bronx,26,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/13/2018 10:14:43 AM,Manhattan,16,MD Residential Structure,Microwave,Appliances
01/13/2018 10:20:00 AM,Manhattan,10,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/13/2018 10:52:00 AM,Manhattan,06,Group Home,MFA,No Fire
01/13/2018 10:58:11 AM,Brooklyn,44,PD Residential Structure,Electrical Wiring,Electrical
01/13/2018 11:29:04 AM,Manhattan,11,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/13/2018 01:54:22 PM,Queens,46,MD Residential Structure,Incendiary,Incendiary
01/13/2018 02:59:36 PM,Bronx,03,MD Residential Structure,Incendiary,Incendiary
01/13/2018 03:34:00 PM,Manhattan,48,MD Residential Structure,Torch - Legal Use of,Open Flame
01/13/2018 07:03:00 PM,Bronx,17,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
01/13/2018 07:25:41 PM,Queens,54,PD Residential Structure,Candle,Open Flame
01/13/2018 09:01:03 PM,Brooklyn,41,Vehicle,Incendiary - Ignitable Liquid,Incendiary
01/13/2018 10:23:10 PM,Brooklyn,32,Commercial Structure,Incendiary,Incendiary
01/13/2018 10:51:26 PM,Brooklyn,33,PD Residential Structure,Other - Electrical,Electrical
01/13/2018 11:42:32 PM,Staten Island,22,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/13/2018 11:44:55 PM,Staten Island,21,MD Residential Structure,Chimney/Flues,Hot Objects
01/14/2018 01:50:00 AM,Manhattan,11,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/14/2018 02:24:00 AM,Bronx,20,Vehicle,Other - Electrical,Electrical
01/14/2018 02:35:06 AM,Bronx,18,Vehicle,Incendiary - Combustible Material,Incendiary
01/14/2018 02:54:00 AM,Brooklyn,35,Brush,Incendiary - Combustible Material,Incendiary
01/14/2018 06:25:00 AM,Brooklyn,57,Hotel,Other - Hot Objects,Hot Objects
01/14/2018 12:12:52 PM,Bronx,20,MD Residential Structure,Other - Hot Objects,Hot Objects
01/14/2018 02:12:00 PM,Brooklyn,38,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
01/14/2018 02:33:00 PM,Brooklyn,11,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/14/2018 02:55:01 PM,Queens,52,PD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
01/14/2018 04:07:00 PM,Brooklyn,39,MD Residential Structure,Incendiary,Incendiary
01/14/2018 06:00:00 PM,Bronx,26,MD Residential Structure,Incendiary,Incendiary
01/14/2018 06:36:00 PM,Bronx,19,MD Residential Structure,Incendiary,Incendiary
01/14/2018 07:38:16 PM,Manhattan,11,MD Residential Structure,Electrical Wiring,Electrical
01/14/2018 07:48:12 PM,Brooklyn,48,PD Residential Structure,Chimney/Flues,Hot Objects
01/14/2018 08:18:32 PM,Bronx,03,Commercial Structure,Permanent Heater - Oil,Heaters
01/14/2018 08:47:11 PM,Bronx,27,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/14/2018 08:50:00 PM,Queens,47,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/14/2018 10:58:00 PM,Brooklyn,35,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/15/2018 12:04:23 AM,Brooklyn,57,MD Residential Structure,Other - Electrical,Electrical
01/15/2018 02:08:53 AM,Brooklyn,37,PD Residential Structure,Permanent Heater - Gas,Heaters
01/15/2018 06:17:00 AM,Queens,46,PD Residential Structure,Preliminary Investigation Only,Other
01/15/2018 06:50:58 AM,Manhattan,01,Commercial Structure,Other - Hot Objects,Hot Objects
01/15/2018 08:00:00 AM,Bronx,18,Vehicle,Motors - Fossil Fuel Powered,Motors
01/15/2018 08:58:00 AM,Manhattan,09,PD Residential Structure,Preliminary Investigation Only,Other
01/15/2018 11:11:00 AM,Manhattan,13,MD Residential Structure,Incendiary,Incendiary
01/15/2018 11:26:00 AM,Bronx,15,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/15/2018 01:19:00 PM,Bronx,26,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/15/2018 03:21:00 PM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
01/15/2018 04:52:00 PM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
01/15/2018 05:00:00 PM,Brooklyn,48,Other,Juvenile Firesetter Intervention,Other
01/15/2018 05:07:00 PM,Brooklyn,39,MFA,MFA,No Fire
01/15/2018 07:35:19 PM,Bronx,26,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/15/2018 11:18:00 PM,Brooklyn,38,MD Residential Structure,Preliminary Investigation Only,Other
01/16/2018 12:47:27 AM,Brooklyn,40,MD Residential Structure,Electrical Wiring,Electrical
01/16/2018 01:00:00 AM,Brooklyn,58,Vehicle,Electrical Wiring,Electrical
01/16/2018 01:26:00 AM,Bronx,26,Outside Rubbish,Incendiary - Combustible Material,Incendiary
01/16/2018 01:29:00 AM,Bronx,19,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/16/2018 09:04:00 AM,Brooklyn,43,MD Residential Structure,Matches/Lighter,Open Flame
01/16/2018 12:30:00 PM,Bronx,15,Vehicle,Incendiary - Combustible Material,Incendiary
01/16/2018 02:04:00 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
01/16/2018 02:28:40 PM,Brooklyn,40,PD Residential Structure,Electrical Wiring,Electrical
01/16/2018 03:41:22 PM,Brooklyn,38,MD Residential Structure,Other - Hot Objects,Hot Objects
01/16/2018 05:00:00 PM,Brooklyn,38,Other,Juvenile Firesetter Intervention,Other
01/16/2018 05:30:00 PM,Brooklyn,38,Other,Juvenile Firesetter Intervention,Other
01/16/2018 06:17:00 PM,Brooklyn,40,PD Residential Structure,Preliminary Investigation Only,Other
01/16/2018 06:28:00 PM,Bronx,19,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/16/2018 06:39:00 PM,Manhattan,07,MD Residential Structure,Preliminary Investigation Only,Other
01/16/2018 07:01:52 PM,Brooklyn,31,Commercial Structure,Rangehood Fire - Ductwork,Cooking Carelessness
01/16/2018 07:46:12 PM,Staten Island,21,PD Residential Structure,Hard Wire Outlet,Electrical
01/16/2018 07:53:13 PM,Bronx,27,MD Residential Structure,Extension Cord,Electrical
01/16/2018 08:58:15 PM,Brooklyn,43,Other,Incendiary,Incendiary
01/16/2018 09:43:06 PM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/16/2018 09:51:23 PM,Brooklyn,48,MD Residential Structure,Electrical Wiring,Electrical
01/16/2018 10:17:00 PM,Brooklyn,32,MD Residential Structure,Incendiary,Incendiary
01/16/2018 10:41:37 PM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
01/16/2018 10:43:00 PM,Manhattan,07,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/17/2018 05:07:10 AM,Bronx,27,Outside Rubbish,Incendiary - Combustible Material,Incendiary
01/17/2018 08:47:01 AM,Brooklyn,31,MD Residential Structure,Incendiary,Incendiary
01/17/2018 09:55:00 AM,Brooklyn,35,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/17/2018 12:50:00 PM,Manhattan,12,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/17/2018 12:58:22 PM,Brooklyn,38,MD Residential Structure,Incendiary,Incendiary
01/17/2018 02:12:00 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
01/17/2018 02:44:00 PM,Bronx,14,MD Residential Structure,Incendiary,Incendiary
01/17/2018 05:06:49 PM,Queens,46,PD Residential Structure,Clothes Dryer,Appliances
01/17/2018 06:21:00 PM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
01/17/2018 07:47:00 PM,Bronx,19,MD Residential Structure,Other - No Fire,No Fire
