Incident_DateTime,Borough,Battalion,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
12/16/2017 09:11:12 AM,Staten Island,21,Boat,Heat From Molten Metal / Slag,Hot Objects
12/16/2017 09:38:00 AM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
12/16/2017 10:26:36 AM,Queens,45,Commercial Structure,Chimney/Flues,Hot Objects
12/16/2017 10:58:00 AM,Queens,51,PD Residential Structure,Preliminary Investigation Only,Other
12/16/2017 11:11:23 AM,Queens,47,PD Residential Structure,Preliminary Investigation Only,Other
12/16/2017 11:12:00 AM,Bronx,15,PD Residential Structure,Preliminary Investigation Only,Other
12/16/2017 01:42:00 PM,Queens,52,PD Residential Structure,Preliminary Investigation Only,Other
12/16/2017 02:19:49 PM,Bronx,27,MD Residential Structure,Electrical Wiring,Electrical
12/16/2017 02:51:50 PM,Brooklyn,43,MD Residential Structure,Other Appliance,Appliances
12/16/2017 05:42:49 PM,Brooklyn,44,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/16/2017 06:20:00 PM,Queens,45,MD Residential Structure,Preliminary Investigation Only,Other
12/16/2017 06:39:00 PM,Bronx,03,MD Residential Structure,Incendiary,Incendiary
12/16/2017 07:08:00 PM,Bronx,26,MD Residential Structure,Preliminary Investigation Only,Other
12/16/2017 08:52:09 PM,Staten Island,23,PD Residential Structure,Electrical Wiring,Electrical
12/16/2017 08:57:00 PM,Bronx,14,MD Residential Structure,Incendiary,Incendiary
12/16/2017 10:19:00 PM,Bronx,19,MD Residential Structure,Incendiary,Incendiary
12/16/2017 11:40:25 PM,Bronx,19,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
12/17/2017 12:30:00 AM,Brooklyn,35,MD Residential Structure,Preliminary Investigation Only,Other
12/17/2017 03:51:44 AM,Queens,49,PD Residential Structure,Preliminary Investigation Only,Other
12/17/2017 04:30:53 AM,Queens,54,MD Residential Structure,Other - Open Flame,Open Flame
12/17/2017 05:09:06 AM,Bronx,17,MD Residential Structure,Electrical Wiring,Electrical
12/17/2017 07:49:48 AM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
12/17/2017 08:00:58 AM,Bronx,15,PD Residential Structure,Matches/Lighter,Open Flame
12/17/2017 09:46:39 AM,Brooklyn,58,Vehicle,Motors - Fossil Fuel Powered,Motors
12/17/2017 12:05:42 PM,Bronx,18,MD Residential Structure,Extension Cord,Electrical
12/17/2017 05:07:13 PM,Queens,50,Religious Structure,Other - Open Flame,Open Flame
12/17/2017 05:50:00 PM,Queens,53,Vehicle,Incendiary - Combustible Material,Incendiary
12/17/2017 05:50:35 PM,Queens,53,Vehicle,Incendiary - Ignitable Liquid,Incendiary
12/17/2017 11:14:50 PM,Bronx,03,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/17/2017 11:30:52 PM,Bronx,15,MD Residential Structure,Extension Cord,Electrical
12/17/2017 11:57:22 PM,Manhattan,13,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/18/2017 02:18:10 AM,Brooklyn,33,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/18/2017 02:59:12 AM,Brooklyn,39,PD Residential Structure,Incendiary,Incendiary
12/18/2017 03:17:00 AM,Bronx,14,MD Residential Structure,Incendiary,Incendiary
12/18/2017 08:00:00 AM,Bronx,27,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/18/2017 09:30:00 AM,Manhattan,12,MD Residential Structure,Preliminary Investigation Only,Other
12/18/2017 10:24:50 AM,Manhattan,12,MD Residential Structure,Electrical Wiring,Electrical
12/18/2017 11:37:00 AM,Bronx,14,MD Residential Structure,Preliminary Investigation Only,Other
12/18/2017 11:54:00 AM,Bronx,27,PD Residential Structure,Candle,Open Flame
12/18/2017 11:55:00 AM,Bronx,26,MD Residential Structure,Preliminary Investigation Only,Other
12/18/2017 12:54:10 PM,Manhattan,08,Hotel,Other - Hot Objects,Hot Objects
12/18/2017 03:11:00 PM,Bronx,19,MD Residential Structure,Preliminary Investigation Only,Other
12/18/2017 04:00:00 PM,Queens,18,MD Residential Structure,Electrical Wiring,Electrical
12/18/2017 04:30:00 PM,Queens,51,Garage/Shed,Electrical Wiring,Electrical
12/18/2017 05:04:00 PM,Brooklyn,58,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/18/2017 10:44:00 PM,Manhattan,07,Outside Rubbish,Incendiary,Incendiary
12/19/2017 02:00:00 AM,Manhattan,12,MD Residential Structure,Candle,Open Flame
12/19/2017 10:00:00 AM,Queens,52,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
12/19/2017 02:15:32 PM,Queens,53,PD Residential Structure,Portable Heater - Electric,Heaters
12/19/2017 07:09:21 PM,Queens,54,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/19/2017 07:57:00 PM,Queens,53,PD Residential Structure,Preliminary Investigation Only,Other
12/19/2017 08:03:00 PM,Brooklyn,33,PD Residential Structure,Preliminary Investigation Only,Other
12/19/2017 10:08:00 PM,Brooklyn,58,PD Residential Structure,Preliminary Investigation Only,Other
12/20/2017 01:50:00 AM,Bronx,14,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/20/2017 10:34:01 AM,Staten Island,22,PD Residential Structure,Incendiary - Combustible Material,Incendiary
12/20/2017 10:45:33 AM,Brooklyn,58,MD Residential Structure,Incendiary,Incendiary
12/20/2017 10:46:49 AM,Manhattan,22,Commercial Structure,Preliminary Investigation Only,Other
12/20/2017 11:00:00 AM,Manhattan,16,Other,Matches/Lighter,Open Flame
12/20/2017 11:19:58 AM,Manhattan,13,Brush,Incendiary,Incendiary
12/20/2017 12:15:00 PM,Bronx,19,School,Other - Open Flame,Open Flame
12/20/2017 12:46:19 PM,Queens,47,Transit,Preliminary Investigation Only,Other
12/20/2017 01:16:00 PM,Queens,50,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
12/20/2017 05:30:00 PM,Brooklyn,44,Other,Juvenile Firesetter Intervention,Other
12/20/2017 05:41:38 PM,Brooklyn,35,PD Residential Structure,Incendiary,Incendiary
12/20/2017 06:52:39 PM,Queens,54,Vehicle,Incendiary - Combustible Material,Incendiary
12/20/2017 06:57:00 PM,Queens,49,Outside Rubbish,Incendiary,Incendiary
12/20/2017 09:00:12 PM,Brooklyn,43,PD Residential Structure,Preliminary Investigation Only,Other
12/20/2017 09:35:51 PM,Brooklyn,35,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/20/2017 11:02:28 PM,Queens,53,PD Residential Structure,Preliminary Investigation Only,Other
12/20/2017 11:17:13 PM,Brooklyn,48,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/21/2017 12:08:39 AM,Queens,45,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/21/2017 01:06:57 AM,Brooklyn,44,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/21/2017 03:05:00 AM,Queens,51,Vehicle,Incendiary - Combustible Material,Incendiary
12/21/2017 05:00:47 AM,Brooklyn,44,MD Residential Structure,Incendiary,Incendiary
12/21/2017 10:23:51 AM,Staten Island,23,MD Residential Structure,Electrical Wiring,Electrical
12/21/2017 12:08:38 PM,Brooklyn,38,MD Residential Structure,Extension Cord,Electrical
12/21/2017 01:00:00 PM,Queens,52,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
12/21/2017 01:06:52 PM,Queens,50,PD Residential Structure,Other - Electrical,Electrical
12/21/2017 08:38:54 PM,Staten Island,23,Vehicle,Incendiary,Incendiary
12/21/2017 09:44:39 PM,Bronx,15,MD Residential Structure,Incendiary,Incendiary
12/21/2017 10:52:10 PM,Manhattan,11,PD Residential Structure,Incendiary - Attempted Suicide,Incendiary
12/22/2017 04:02:34 AM,Bronx,19,MD Residential Structure,Incendiary,Incendiary
12/22/2017 07:03:36 AM,Brooklyn,38,MD Residential Structure,Other - Electrical,Electrical
12/22/2017 10:42:00 AM,Brooklyn,40,MD Residential Structure,Incense,Hot Objects
12/22/2017 10:55:24 AM,Bronx,26,Public Hallway,Refrigeration Compressor,Appliances
12/22/2017 11:30:32 AM,Queens,51,PD Residential Structure,Electrical Wiring,Electrical
12/22/2017 12:36:00 PM,Brooklyn,41,MD Residential Structure,Incendiary,Incendiary
12/22/2017 05:26:48 PM,Bronx,14,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/22/2017 08:07:00 PM,Queens,49,MFA,MFA,No Fire
12/22/2017 11:49:44 PM,Bronx,14,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/23/2017 11:14:00 AM,Bronx,17,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
12/23/2017 11:37:41 AM,Bronx,18,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/23/2017 05:28:05 PM,Queens,51,Manhole,Preliminary Investigation Only,Other
12/23/2017 07:12:56 PM,Bronx,19,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
12/23/2017 08:21:00 PM,Bronx,17,Vehicle,Incendiary - Combustible Material,Incendiary
12/24/2017 12:00:00 AM,Bronx,15,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
12/24/2017 03:45:00 AM,Brooklyn,39,Vehicle,Motors - Fossil Fuel Powered,Motors
12/24/2017 11:26:28 AM,Queens,51,PD Residential Structure,Preliminary Investigation Only,Other
12/24/2017 12:59:51 PM,Queens,47,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/24/2017 04:03:50 PM,Queens,52,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/24/2017 05:39:52 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
12/24/2017 05:49:28 PM,Manhattan,10,Commercial Structure,Preliminary Investigation Only,Other
12/24/2017 08:00:36 PM,Queens,45,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
12/24/2017 08:43:00 PM,Bronx,27,Vehicle,Incendiary - Combustible Material,Incendiary
12/24/2017 11:57:00 PM,Brooklyn,33,MFA,MFA,No Fire
12/25/2017 12:27:49 AM,Queens,49,Commercial Structure,Electrical Wiring,Electrical
12/25/2017 12:49:40 AM,Queens,51,PD Residential Structure,Candle,Open Flame
12/25/2017 01:16:25 AM,Manhattan,45,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/25/2017 02:15:00 AM,Brooklyn,43,Commercial Structure,Incendiary,Incendiary
12/25/2017 11:08:44 AM,Queens,53,MD Residential Structure,Clothes Dryer - Electric,Appliances
12/25/2017 03:35:24 PM,Manhattan,07,MD Residential Structure,Candle,Open Flame
12/25/2017 04:56:54 PM,Bronx,17,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/25/2017 07:11:57 PM,Queens,45,Religious Structure,Candle,Open Flame
12/25/2017 07:44:36 PM,Queens,54,MD Residential Structure,Incendiary,Incendiary
12/25/2017 07:45:30 PM,Brooklyn,37,Outside Rubbish,Incendiary - Combustible Material,Incendiary
12/25/2017 08:17:27 PM,Manhattan,11,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
12/25/2017 08:25:20 PM,Manhattan,02,Commercial Structure,Not Ascertained,Other
12/25/2017 11:54:19 PM,Bronx,18,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/25/2017 11:54:42 PM,Queens,49,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
12/26/2017 12:12:39 AM,Manhattan,08,MFA,MFA,No Fire
12/26/2017 12:19:23 AM,Brooklyn,35,Commercial Structure,Incendiary,Incendiary
12/26/2017 02:00:19 AM,Brooklyn,32,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/26/2017 05:41:34 AM,Manhattan,09,Commercial Structure,Preliminary Investigation Only,Other
12/26/2017 08:00:00 AM,Staten Island,22,No Fire,Headquarters Investigation,No Fire
12/26/2017 08:08:00 AM,Queens,49,Government Structure,Incendiary - Combustible Material,Incendiary
12/26/2017 02:16:56 PM,Queens,50,MD Residential Structure,Stove  - Natural Gas,Appliances
12/26/2017 03:21:23 PM,Queens,50,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/26/2017 05:56:48 PM,Brooklyn,40,PD Residential Structure,Preliminary Investigation Only,Other
12/26/2017 06:44:00 PM,Bronx,03,MFA,MFA,No Fire
12/26/2017 07:06:43 PM,Brooklyn,41,PD Residential Structure,Preliminary Investigation Only,Other
12/26/2017 07:26:29 PM,Manhattan,10,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/27/2017 01:41:07 AM,Staten Island,21,MD Residential Structure,Lighting Fixture,Electrical
12/27/2017 02:35:35 AM,Manhattan,16,MD Residential Structure,Incendiary,Incendiary
12/27/2017 04:04:19 AM,Bronx,27,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/27/2017 05:20:36 AM,Manhattan,16,MD Residential Structure,Other - Hot Objects,Hot Objects
12/27/2017 01:31:13 PM,Manhattan,07,MD Residential Structure,Preliminary Investigation Only,Other
12/27/2017 01:44:26 PM,Manhattan,08,Commercial Structure,Preliminary Investigation Only,Other
12/27/2017 05:30:00 PM,Brooklyn,28,Other,Juvenile Firesetter Intervention,Other
12/27/2017 06:06:07 PM,Queens,47,Other,Preliminary Investigation Only,Other
12/27/2017 11:04:10 PM,Bronx,26,MD Residential Structure,Electrical Wiring,Electrical
12/27/2017 11:04:57 PM,Queens,47,Brush,Smoking (Cigarette/Cigar),Smoking
12/28/2017 12:24:48 AM,Queens,39,PD Residential Structure,Portable Heater - Electric,Heaters
12/28/2017 02:02:42 AM,Brooklyn,58,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
12/28/2017 03:03:11 AM,Queens,54,PD Residential Structure,Portable Heater - Electric,Heaters
12/28/2017 12:31:36 PM,Brooklyn,41,PD Residential Structure,Electrical Wiring,Electrical
12/28/2017 01:14:11 PM,Queens,46,Commercial Structure,Power Strip,Electrical
12/28/2017 01:20:45 PM,Brooklyn,58,Commercial Structure,Preliminary Investigation Only,Other
12/28/2017 02:00:00 PM,Manhattan,04,Other,Juvenile Firesetter Intervention,Other
12/28/2017 03:22:45 PM,Queens,54,PD Residential Structure,Electrical Wiring,Electrical
12/28/2017 04:51:19 PM,Brooklyn,38,No Fire,Candle,Open Flame
12/28/2017 05:00:19 PM,Brooklyn,45,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/28/2017 06:29:38 PM,Manhattan,16,MD Residential Structure,Chimney/Flues,Hot Objects
12/28/2017 06:35:06 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
12/28/2017 06:51:30 PM,Bronx,18,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/28/2017 07:43:46 PM,Queens,52,PD Residential Structure,Other Appliance,Appliances
12/28/2017 07:59:17 PM,Brooklyn,35,MD Residential Structure,Preliminary Investigation Only,Other
12/28/2017 08:16:13 PM,Brooklyn,35,MD Residential Structure,Preliminary Investigation Only,Other
12/28/2017 10:42:00 PM,Queens,50,Vehicle,Incendiary - Combustible Material,Incendiary
12/28/2017 11:59:05 PM,Brooklyn,42,MD Residential Structure,Incendiary,Incendiary
12/29/2017 12:46:14 AM,Brooklyn,48,PD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
12/29/2017 01:10:41 AM,Queens,52,PD Residential Structure,Electrical Wiring,Electrical
12/29/2017 02:15:00 AM,Bronx,14,Vehicle,Preliminary Investigation Only,Other
12/29/2017 03:10:10 AM,Brooklyn,37,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/29/2017 09:32:30 AM,Bronx,27,MD Residential Structure,Electrical Wiring,Electrical
12/29/2017 01:00:00 PM,Staten Island,21,Other,Incendiary,Incendiary
12/29/2017 02:00:00 PM,Bronx,18,Other,Juvenile Firesetter Intervention,Other
12/29/2017 03:12:15 PM,Brooklyn,38,MD Residential Structure,Torch - Legal Use of,Open Flame
12/29/2017 05:13:32 PM,Brooklyn,33,MD Residential Structure,Electrical Wiring,Electrical
12/29/2017 05:20:27 PM,Queens,50,PD Residential Structure,Portable Heater,Heaters
12/29/2017 05:45:34 PM,Brooklyn,40,MD Residential Structure,Candle,Open Flame
12/29/2017 06:59:03 PM,Queens,50,PD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
12/29/2017 08:07:31 PM,Brooklyn,37,PD Residential Structure,Other - Hot Objects,Hot Objects
12/29/2017 08:42:00 PM,Staten Island,22,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/29/2017 11:55:53 PM,Bronx,20,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/30/2017 05:02:51 AM,Queens,51,MD Residential Structure,Appliance Cord,Electrical
12/30/2017 12:23:47 PM,Brooklyn,43,MD Residential Structure,Electrical Wiring,Electrical
12/30/2017 03:40:00 PM,Manhattan,04,No Fire,SIU Investigation,Other
12/30/2017 05:20:00 PM,Bronx,14,Vehicle,Electrical Wiring,Electrical
12/30/2017 07:45:00 PM,Bronx,15,Vehicle,Other - Electrical,Electrical
12/30/2017 08:59:35 PM,Brooklyn,57,Commercial Structure,Electrical Wiring,Electrical
12/30/2017 09:41:47 PM,Bronx,17,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
12/31/2017 05:03:12 AM,Brooklyn,38,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
12/31/2017 05:48:00 AM,Brooklyn,39,PD Residential Structure,SIU Investigation,Other
12/31/2017 05:48:26 AM,Brooklyn,44,MD Residential Structure,Incendiary,Incendiary
12/31/2017 05:49:34 AM,Queens,54,Commercial Structure,Power Strip,Electrical
12/31/2017 06:17:01 AM,Queens,51,Other,Other Appliance,Appliances
12/31/2017 09:18:22 AM,Queens,28,Commercial Structure,Electrical Wiring,Electrical
12/31/2017 09:54:49 AM,Brooklyn,41,MD Residential Structure,Incendiary - Combustible Material,Incendiary
12/31/2017 10:35:07 AM,Bronx,27,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/01/2018 12:53:00 AM,Brooklyn,44,MD Residential Structure,Heat from Light Bulb,Hot Objects
01/01/2018 01:40:51 AM,Brooklyn,41,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/01/2018 02:19:00 AM,Bronx,03,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/01/2018 02:25:00 AM,Staten Island,21,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/01/2018 05:04:00 AM,Manhattan,04,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/01/2018 06:23:57 AM,Staten Island,21,MD Residential Structure,MFA,No Fire
01/01/2018 08:00:00 AM,Manhattan,12,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/01/2018 09:21:00 AM,Bronx,03,MD Residential Structure,Incendiary,Incendiary
01/01/2018 09:28:00 AM,Bronx,15,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/01/2018 09:54:00 AM,Brooklyn,58,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/01/2018 10:26:00 AM,Manhattan,06,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/01/2018 10:35:00 AM,Queens,52,MD Residential Structure,Incendiary,Incendiary
01/01/2018 11:01:00 AM,Manhattan,07,MFA,MFA,No Fire
01/01/2018 11:06:07 AM,Bronx,18,MD Residential Structure,Electrical Wiring,Electrical
01/01/2018 11:52:00 AM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
01/01/2018 11:57:50 AM,Bronx,03,PD Residential Structure,Extension Cord,Electrical
01/01/2018 01:36:50 PM,Bronx,27,MD Residential Structure,Heaters - Other,Heaters
01/01/2018 02:52:00 PM,Manhattan,02,MD Residential Structure,Matches/Lighter,Open Flame
01/01/2018 03:46:00 PM,Queens,51,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/01/2018 05:34:00 PM,Bronx,26,MD Residential Structure,Incendiary,Incendiary
01/01/2018 05:59:00 PM,Brooklyn,38,MD Residential Structure,Other - Open Flame,Open Flame
01/01/2018 07:08:00 PM,Bronx,15,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/01/2018 07:11:29 PM,Queens,51,PD Residential Structure,Other - Electrical,Electrical
01/01/2018 07:15:00 PM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
01/01/2018 08:14:00 PM,Queens,46,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/01/2018 08:45:00 PM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
01/01/2018 09:09:00 PM,Bronx,14,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/01/2018 09:50:00 PM,Staten Island,22,MD Residential Structure,Incendiary,Incendiary
01/02/2018 02:19:00 AM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
01/02/2018 02:33:44 AM,Brooklyn,44,Other,Preliminary Investigation Only,Other
01/02/2018 03:28:03 AM,Brooklyn,58,PD Residential Structure,Portable Heater,Heaters
01/02/2018 04:14:44 AM,Brooklyn,58,Possible Single Room Occupancy,Smoking (Cigarette/Cigar),Smoking
01/02/2018 05:29:06 AM,Bronx,20,Other,Not Ascertained,Other
01/02/2018 06:17:37 AM,Manhattan,11,MD Residential Structure,Electrical Wiring,Electrical
01/02/2018 07:53:46 AM,Queens,45,MD Residential Structure,Incense,Hot Objects
01/02/2018 08:23:00 AM,Queens,50,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/02/2018 10:26:46 AM,Manhattan,10,Commercial Structure,Chimney/Flues,Hot Objects
01/02/2018 10:48:00 AM,Bronx,14,MD Residential Structure,Preliminary Investigation Only,Other
01/02/2018 01:06:00 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
01/02/2018 01:34:39 PM,Brooklyn,38,Commercial Structure,Incendiary - Combustible Material,Incendiary
01/02/2018 02:42:11 PM,Queens,52,MD Residential Structure,Other - Open Flame,Open Flame
01/02/2018 02:44:00 PM,Bronx,17,MD Residential Structure,Preliminary Investigation Only,Other
01/02/2018 02:50:29 PM,Staten Island,21,Outside Rubbish,Incendiary,Incendiary
01/02/2018 02:51:39 PM,Brooklyn,35,Garage/Shed,Incendiary,Incendiary
01/02/2018 04:08:00 PM,Brooklyn,57,MD Residential Structure,Portable Heater - Electric,Heaters
01/02/2018 04:59:02 PM,Bronx,26,MD Residential Structure,Candle,Open Flame
01/02/2018 05:30:00 PM,Brooklyn,58,Other,Juvenile Firesetter Intervention,Other
01/02/2018 07:52:16 PM,Brooklyn,40,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/02/2018 08:23:00 PM,Manhattan,06,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/02/2018 08:26:13 PM,Bronx,15,No Fire,Other - No Fire,No Fire
01/02/2018 08:43:41 PM,Bronx,20,Commercial Structure,Chimney/Flues,Hot Objects
01/02/2018 09:18:21 PM,Brooklyn,57,PD Residential Structure,Electrical Wiring,Electrical
01/02/2018 09:24:00 PM,Staten Island,39,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/02/2018 09:25:00 PM,Brooklyn,39,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/02/2018 09:51:00 PM,Queens,50,MD Residential Structure,Other - Hot Objects,Hot Objects
01/02/2018 11:31:46 PM,Queens,47,PD Residential Structure,Refrigeration Compressor,Appliances
01/03/2018 12:43:00 AM,Brooklyn,58,MD Residential Structure,Preliminary Investigation Only,Other
01/03/2018 05:31:00 AM,Manhattan,16,MD Residential Structure,Preliminary Investigation Only,Other
01/03/2018 09:50:58 AM,Bronx,19,MD Residential Structure,Portable Heater - Electric,Heaters
01/03/2018 11:00:00 AM,Queens,53,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/03/2018 01:28:00 PM,Bronx,20,MD Residential Structure,Matches/Lighter,Open Flame
01/03/2018 03:01:45 PM,Queens,54,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
01/03/2018 04:48:00 PM,Brooklyn,44,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/03/2018 05:00:00 PM,Bronx,17,Other,Juvenile Firesetter Intervention,Other
01/03/2018 05:22:00 PM,Staten Island,23,Vehicle,Electrical Wiring,Electrical
01/03/2018 06:31:29 PM,Queens,50,PD Residential Structure,Other - Open Flame,Open Flame
01/03/2018 06:48:09 PM,Staten Island,21,PD Residential Structure,Ignitable Liquids/Gases - Gasoline,Ignitable
01/03/2018 07:36:00 PM,Manhattan,06,MD Residential Structure,Preliminary Investigation Only,Other
01/03/2018 08:20:00 PM,Queens,46,MD Residential Structure,Preliminary Investigation Only,Other
01/03/2018 08:23:49 PM,Bronx,19,MD Residential Structure,Holiday Lighting,Electrical
01/03/2018 08:42:19 PM,Queens,52,PD Residential Structure,Appliance Cord,Electrical
01/03/2018 09:31:00 PM,Bronx,20,MD Residential Structure,Incendiary,Incendiary
01/03/2018 09:38:00 PM,Manhattan,04,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/03/2018 09:44:00 PM,Bronx,17,Nursing Home,Smoking (Cigarette/Cigar),Smoking
01/03/2018 10:00:00 PM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/04/2018 12:07:00 AM,Manhattan,04,MD Residential Structure,Preliminary Investigation Only,Other
01/04/2018 01:27:00 AM,Brooklyn,38,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/04/2018 02:18:09 AM,Bronx,19,MD Residential Structure,Other - Open Flame,Open Flame
01/04/2018 06:54:34 AM,Bronx,27,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/04/2018 07:00:28 AM,Manhattan,12,Commercial Structure,Extension Cord,Electrical
01/04/2018 08:08:26 AM,Brooklyn,35,Other,Preliminary Investigation Only,Other
01/04/2018 08:09:52 AM,Queens,54,PD Residential Structure,Other,Other
01/04/2018 10:24:00 AM,Brooklyn,32,PD Residential Structure,Preliminary Investigation Only,Other
01/04/2018 10:38:02 AM,Queens,51,PD Residential Structure,Other - Electrical,Electrical
01/04/2018 05:22:00 PM,Brooklyn,39,PD Residential Structure,Preliminary Investigation Only,Other
01/04/2018 07:56:00 PM,Bronx,14,MD Residential Structure,Preliminary Investigation Only,Other
01/04/2018 08:00:00 PM,Manhattan,12,Group Home,Incense,Hot Objects
01/04/2018 08:18:49 PM,Staten Island,23,PD Residential Structure,Electrical Wiring,Electrical
01/04/2018 09:49:44 PM,Bronx,03,PD Residential Structure,Electrical Wiring,Electrical
01/04/2018 10:07:10 PM,Bronx,27,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/05/2018 12:52:01 AM,Bronx,20,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/05/2018 02:23:53 AM,Queens,49,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/05/2018 02:37:03 AM,Bronx,14,Commercial Structure,Incendiary - Ignitable Liquid,Incendiary
01/05/2018 08:26:12 AM,Bronx,18,MD Residential Structure,Electrical Wiring,Electrical
01/05/2018 11:06:04 AM,Brooklyn,31,Commercial Structure,Electrical Wiring,Electrical
01/05/2018 01:37:00 PM,Brooklyn,43,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/05/2018 01:46:34 PM,Brooklyn,57,PD Residential Structure,Torch - Legal Use of,Open Flame
01/05/2018 02:56:00 PM,Brooklyn,39,MD Residential Structure,Incendiary,Incendiary
01/05/2018 03:11:00 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
01/05/2018 03:44:00 PM,Bronx,17,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/05/2018 06:13:46 PM,Queens,46,MD Residential Structure,Electrical Wiring,Electrical
