Case_Year,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2017,06/16/2017 08:00:00 AM,Brooklyn,44,05,075,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,06/16/2017 08:35:48 AM,Queens,53,13,105,PD Residential Structure,Candle,Open Flame
2017,06/16/2017 09:18:00 AM,Bronx,20,11,049,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,06/16/2017 01:07:15 PM,Brooklyn,,06,078,MD Residential Structure,Power Strip,Electrical
2017,06/16/2017 01:29:00 PM,Bronx,18,06,048,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/16/2017 02:27:00 PM,Bronx,03,09,043,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/16/2017 05:59:00 PM,Bronx,27,08,050,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/16/2017 06:45:00 PM,Brooklyn,48,12,066,MD Residential Structure,Clothes Dryer,Appliances
2017,06/16/2017 07:26:00 PM,Brooklyn,39,05,075,Vehicle,Incendiary,Incendiary
2017,06/16/2017 09:14:00 PM,Manhattan,10,11,023,Commercial Structure,Other Motor,Motors
2017,06/16/2017 09:20:00 PM,Manhattan,04,03,009,MD Residential Structure,Incendiary,Incendiary
2017,06/16/2017 09:33:27 PM,Queens,28,05,104,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,06/16/2017 09:33:27 PM,Queens,28,05,104,MD Residential Structure,Stove  - Natural Gas,Appliances
2017,06/16/2017 10:22:00 PM,Brooklyn,42,11,062,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/16/2017 11:06:24 PM,Manhattan,,05,014,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/17/2017 12:13:00 AM,Bronx,26,02,041,,Preliminary Investigation Only,Other
2017,06/17/2017 12:21:00 AM,Bronx,17,04,044,,Preliminary Investigation Only,Other
2017,06/17/2017 01:33:00 AM,Bronx,27,12,047,,Preliminary Investigation Only,Other
2017,06/17/2017 03:10:12 AM,Bronx,17,04,044,MD Residential Structure,Incendiary,Incendiary
2017,06/17/2017 07:52:00 AM,Brooklyn,40,12,066,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/17/2017 01:08:33 PM,Manhattan,,07,020,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,06/17/2017 01:46:08 PM,Brooklyn,44,05,075,PD Residential Structure,Candle,Open Flame
2017,06/17/2017 06:11:07 PM,Queens,,07,109,MD Residential Structure,Appliance Cord,Electrical
2017,06/17/2017 10:29:01 PM,Staten Island,23,03,122,PD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2017,06/17/2017 10:47:00 PM,Queens,50,06,112,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/18/2017 12:49:00 AM,Manhattan,13,09,030,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/18/2017 04:59:01 AM,Queens,28,05,104,MD Residential Structure,Incendiary,Incendiary
2017,06/18/2017 05:33:00 AM,Manhattan,12,11,025,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,06/18/2017 05:48:01 AM,Staten Island,23,03,123,PD Residential Structure,Food on the Stove,Cooking Carelessness
2017,06/18/2017 07:30:00 AM,Bronx,14,01,040,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/18/2017 08:00:00 AM,Brooklyn,31,02,088,MD Residential Structure,Threat to Burn,No Fire
2017,06/18/2017 08:49:29 AM,Brooklyn,37,04,083,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2017,06/18/2017 11:18:00 AM,Manhattan,09,07,020,Commercial Structure,Electrical Wiring,Electrical
2017,06/18/2017 03:01:47 PM,Queens,53,13,105,PD Residential Structure,Extension Cord,Electrical
2017,06/18/2017 05:17:00 PM,Queens,52,08,107,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/18/2017 05:39:00 PM,Brooklyn,33,12,066,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/18/2017 09:00:19 PM,Brooklyn,44,16,073,Commercial Structure,Electrical Wiring,Electrical
2017,06/19/2017 01:22:11 AM,Bronx,17,05,046,MD Residential Structure,Incendiary,Incendiary
2017,06/19/2017 01:47:00 AM,Brooklyn,35,01,094,Outside Rubbish,Incendiary,Incendiary
2017,06/19/2017 01:56:32 AM,Brooklyn,39,05,075,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/19/2017 02:08:22 AM,Brooklyn,35,01,090,MD Residential Structure,Food on the Stove,Cooking Carelessness
2017,06/19/2017 03:44:00 AM,Brooklyn,41,09,071,Commercial Structure,Incendiary,Incendiary
2017,06/19/2017 03:44:00 AM,Brooklyn,38,09,071,Group Home,Incendiary - Combustible Material,Incendiary
2017,06/19/2017 08:00:00 AM,Brooklyn,42,10,068,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/19/2017 11:29:00 AM,Bronx,03,09,043,Commercial Structure,Heat or Sparks from Friction,Hot Objects
2017,06/19/2017 11:52:00 AM,Brooklyn,35,01,090,Commercial Structure,Other - Ignitable Liquid/Gas,Ignitable
2017,06/19/2017 01:04:00 PM,Staten Island,23,03,122,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/19/2017 01:55:09 PM,Queens,46,04,110,Commercial Structure,Incense,Hot Objects
2017,06/19/2017 03:00:00 PM,Manhattan,06,02,009,No Fire,Fireworks Related,No Fire
2017,06/19/2017 03:45:52 PM,Brooklyn,44,05,075,MD Residential Structure,Incendiary,Incendiary
2017,06/19/2017 03:50:18 PM,Bronx,27,08,050,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,06/19/2017 04:30:00 PM,Bronx,,09,043,Other,Juvenile Firesetter Intervention,Other
2017,06/19/2017 04:40:29 PM,Queens,54,13,105,PD Residential Structure,Other - Electrical,Electrical
2017,06/19/2017 07:22:11 PM,Manhattan,12,09,026,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
2017,06/19/2017 07:22:11 PM,Manhattan,12,09,026,Burn Notification (Albany),Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,06/19/2017 07:22:11 PM,Manhattan,12,09,026,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,06/19/2017 07:44:58 PM,Queens,52,07,109,Commercial Structure,Other - Electrical,Electrical
2017,06/19/2017 07:49:24 PM,Brooklyn,35,01,094,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/19/2017 09:02:00 PM,Manhattan,06,02,006,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/19/2017 11:47:00 PM,Bronx,17,03,042,MD Residential Structure,Incendiary,Incendiary
2017,06/20/2017 02:16:57 AM,Brooklyn,38,17,067,PD Residential Structure,Stove  - Natural Gas,Appliances
2017,06/20/2017 06:36:00 AM,Brooklyn,43,13,060,Vehicle,Vehicle Wiring,Electrical
2017,06/20/2017 06:37:14 AM,Brooklyn,37,03,081,Commercial Structure,Incendiary,Incendiary
2017,06/20/2017 08:49:04 AM,Manhattan,10,08,019,Hospital,Preliminary Investigation Only,Other
2017,06/20/2017 12:00:00 PM,Manhattan,08,06,013,No Fire,Fraudulent Placard Investigation,No Fire
2017,06/20/2017 01:36:00 PM,Brooklyn,41,14,070,MD Residential Structure,Torch - Legal Use of,Open Flame
2017,06/20/2017 03:41:06 PM,Queens,,01,114,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/20/2017 05:00:00 PM,Manhattan,13,12,034,Other,Juvenile Firesetter Intervention,Other
2017,06/20/2017 08:11:00 PM,Queens,,10,106,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,06/20/2017 09:25:00 PM,Brooklyn,58,18,069,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,06/20/2017 09:35:00 PM,Brooklyn,35,01,090,No Fire,Other - No Fire,No Fire
2017,06/20/2017 09:36:00 PM,Manhattan,11,09,026,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2017,06/20/2017 11:12:04 PM,Brooklyn,,09,071,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,06/20/2017 11:33:27 PM,Queens,45,05,104,MD Residential Structure,Stove/Cooking - Electric,Cooking Carelessness
2017,06/20/2017 11:42:16 PM,Brooklyn,,03,081,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,06/21/2017 12:45:00 AM,Manhattan,06,06,013,MFA,MFA,No Fire
2017,06/21/2017 02:01:00 AM,Bronx,14,04,044,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/21/2017 03:13:25 AM,Brooklyn,38,17,077,Commercial Structure,Lighting Fixture,Electrical
2017,06/21/2017 08:00:00 AM,Queens,46,04,110,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,06/21/2017 09:02:50 AM,Manhattan,06,05,010,School,Torch - Legal Use of,Open Flame
2017,06/21/2017 10:02:00 AM,Bronx,26,03,042,MD Residential Structure,Incendiary,Incendiary
2017,06/21/2017 07:34:00 PM,Bronx,15,10,045,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/21/2017 09:15:18 PM,Manhattan,09,05,014,Commercial Structure,Incendiary,Incendiary
2017,06/21/2017 11:31:00 PM,Manhattan,06,02,006,MD Residential Structure,Exothermic Chemical Reaction,Other
2017,06/22/2017 12:17:51 AM,Manhattan,12,11,023,Public Hallway,Incendiary,Incendiary
2017,06/22/2017 12:28:52 AM,Bronx,19,05,046,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/22/2017 12:39:30 AM,Queens,53,08,107,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/22/2017 12:56:00 AM,Bronx,17,04,044,,Preliminary Investigation Only,Other
2017,06/22/2017 03:40:00 AM,Bronx,26,09,043,MD Residential Structure,Incendiary - Fireworks,Incendiary
2017,06/22/2017 03:40:00 AM,Bronx,26,09,043,No Fire,Fireworks Related,No Fire
2017,06/22/2017 04:39:53 AM,Manhattan,06,05,013,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2017,06/22/2017 04:42:00 AM,Manhattan,13,12,034,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,06/22/2017 06:21:00 AM,Bronx,17,04,044,,Preliminary Investigation Only,Other
2017,06/22/2017 06:50:00 AM,Manhattan,12,11,025,,Preliminary Investigation Only,Other
2017,06/22/2017 07:09:00 AM,Queens,45,01,114,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/22/2017 08:19:59 AM,Staten Island,21,01,120,PD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
2017,06/22/2017 09:45:00 AM,Brooklyn,41,17,067,Garage/Shed,Other - Hot Objects,Hot Objects
2017,06/22/2017 01:30:00 PM,Bronx,20,11,049,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,06/22/2017 01:43:22 PM,Brooklyn,41,17,067,MD Residential Structure,Electrical Wiring,Electrical
2017,06/22/2017 03:05:00 PM,Queens,50,08,107,Commercial Structure,Preliminary Investigation Only,Other
2017,06/22/2017 03:14:18 PM,Brooklyn,57,08,077,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/22/2017 03:14:18 PM,Brooklyn,57,08,077,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,06/22/2017 03:24:00 PM,Queens,49,03,115,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/22/2017 03:40:35 PM,Bronx,03,09,043,PD Residential Structure,Incendiary - Fireworks,Incendiary
2017,06/22/2017 03:50:00 PM,Bronx,17,04,044,MD Residential Structure,Food on the Stove,Cooking Carelessness
2017,06/22/2017 03:51:08 PM,Manhattan,12,10,028,Commercial Structure,Other - No Fire,No Fire
2017,06/22/2017 04:10:00 PM,Brooklyn,32,06,076,No Fire,Fireworks Related,No Fire
2017,06/22/2017 04:50:15 PM,Brooklyn,39,05,075,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/22/2017 05:25:00 PM,Staten Island,22,02,121,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/22/2017 05:28:36 PM,Queens,54,13,105,MD Residential Structure,Incense,Hot Objects
2017,06/22/2017 07:06:11 PM,Bronx,26,04,044,MD Residential Structure,Electrical Wiring,Electrical
2017,06/22/2017 07:42:59 PM,Bronx,15,10,045,Commercial Structure,Preliminary Investigation Only,Other
2017,06/22/2017 07:53:00 PM,Brooklyn,41,14,070,Commercial Structure,Incendiary - Combustible Material,Incendiary
2017,06/22/2017 11:16:00 PM,Manhattan,04,03,009,MD Residential Structure,Incendiary,Incendiary
2017,06/23/2017 12:21:46 AM,Brooklyn,41,14,070,Outside Rubbish,Incendiary,Incendiary
2017,06/23/2017 01:24:37 AM,Brooklyn,38,08,077,MD Residential Structure,Spontaneous Combustion,Natural Sources
2017,06/23/2017 02:00:00 AM,Brooklyn,41,14,070,Commercial Structure,Other - No Fire,No Fire
2017,06/23/2017 02:00:46 AM,Brooklyn,41,14,070,Commercial Structure,Stove/Cooking - Stove,Cooking Carelessness
2017,06/23/2017 03:23:32 AM,Manhattan,16,09,030,MD Residential Structure,Other - Open Flame,Open Flame
2017,06/23/2017 06:59:00 AM,Bronx,19,05,046,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/23/2017 08:10:27 AM,Manhattan,11,08,019,MD Residential Structure,Food on the Stove,Cooking Carelessness
2017,06/23/2017 08:26:32 AM,Queens,46,06,112,MD Residential Structure,Torch - Legal Use of,Open Flame
2017,06/23/2017 10:15:38 AM,Brooklyn,33,15,061,Commercial Structure,Electrical Wiring,Electrical
2017,06/23/2017 10:30:44 AM,Brooklyn,31,02,084,MD Residential Structure,Fuse/Circuit Breaker Panel,Electrical
2017,06/23/2017 02:14:20 PM,Brooklyn,57,08,078,PD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2017,06/23/2017 04:59:00 PM,Brooklyn,41,14,070,MD Residential Structure,Heat from Light Bulb,Hot Objects
2017,06/23/2017 05:13:00 PM,Brooklyn,58,18,069,Sidewalk,Smoking (Cigarette/Cigar),Smoking
2017,06/23/2017 06:30:00 PM,Bronx,03,10,045,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,06/23/2017 07:42:00 PM,Manhattan,02,02,005,,Preliminary Investigation Only,Other
2017,06/23/2017 07:49:00 PM,Manhattan,07,05,014,,Preliminary Investigation Only,Other
2017,06/23/2017 10:38:00 PM,Staten Island,23,03,123,,Preliminary Investigation Only,Other
2017,06/23/2017 10:50:17 PM,Brooklyn,48,12,066,MFA,MFA,No Fire
2017,06/23/2017 10:54:00 PM,Brooklyn,35,01,090,MD Residential Structure,Incendiary,Incendiary
2017,06/23/2017 11:58:59 PM,Manhattan,12,11,023,Vehicle,Incendiary,Incendiary
2017,06/24/2017 12:30:28 AM,Queens,54,13,105,PD Residential Structure,Candle,Open Flame
2017,06/24/2017 12:39:00 AM,Bronx,18,06,048,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/24/2017 04:07:00 AM,Staten Island,,01,120,No Fire,SIU Investigation,Other
2017,06/24/2017 04:11:00 AM,Brooklyn,43,13,060,PD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2017,06/24/2017 07:48:00 AM,Brooklyn,40,10,068,Public Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/24/2017 07:48:47 AM,Staten Island,21,01,120,Possible Single Room Occupancy,Extension Cord,Electrical
2017,06/24/2017 11:44:03 AM,Manhattan,09,07,020,No Fire,Preliminary Investigation Only,Other
2017,06/24/2017 12:02:00 PM,Bronx,26,03,042,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/24/2017 12:40:00 PM,Brooklyn,38,09,071,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/24/2017 01:57:00 PM,Brooklyn,32,02,084,Commercial Structure,Preliminary Investigation Only,Other
2017,06/24/2017 02:30:00 PM,Bronx,26,01,040,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/24/2017 04:02:49 PM,Brooklyn,43,13,060,MD Residential Structure,Electrical Wiring,Electrical
2017,06/24/2017 07:39:00 PM,Brooklyn,33,15,061,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/24/2017 08:31:19 PM,Staten Island,23,03,123,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/24/2017 08:35:00 PM,Brooklyn,57,08,077,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/24/2017 09:10:13 PM,Queens,51,05,104,Commercial Structure,Electrical Wiring,Electrical
2017,06/24/2017 10:59:00 PM,Manhattan,06,06,013,Outside Rubbish,Incendiary,Incendiary
2017,06/24/2017 11:26:00 PM,Manhattan,13,12,033,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/24/2017 11:55:37 PM,Queens,49,03,115,PD Residential Structure,Other Audio Visual Equipment,Electrical Devices
2017,06/25/2017 12:31:00 AM,Brooklyn,42,10,068,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/25/2017 12:56:00 AM,Brooklyn,41,17,067,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/25/2017 01:20:00 AM,Queens,51,09,102,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/25/2017 04:43:23 AM,Brooklyn,35,01,090,MD Residential Structure,Electrical Wiring,Electrical
2017,06/25/2017 04:44:22 AM,Queens,52,08,107,MD Residential Structure,Electrical Wiring,Electrical
2017,06/25/2017 04:50:00 AM,Brooklyn,28,04,083,MD Residential Structure,Food on the Stove,Cooking Carelessness
2017,06/25/2017 06:24:14 AM,Bronx,19,08,050,MD Residential Structure,Extension Cord,Electrical
2017,06/25/2017 08:31:00 AM,Brooklyn,44,16,073,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,06/25/2017 09:05:43 AM,Manhattan,13,12,033,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/25/2017 11:18:23 AM,Queens,50,08,107,Group Home,MFA,No Fire
2017,06/25/2017 11:46:00 AM,Manhattan,04,03,005,MD Residential Structure,Incendiary,Incendiary
2017,06/25/2017 11:54:33 AM,Manhattan,08,06,017,MFA,MFA,No Fire
2017,06/25/2017 01:46:00 PM,Brooklyn,28,04,083,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/25/2017 02:23:00 PM,Manhattan,04,03,007,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/25/2017 02:40:06 PM,Bronx,27,08,050,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2017,06/25/2017 02:45:00 PM,Manhattan,11,10,028,Outside Rubbish,Incendiary,Incendiary
2017,06/25/2017 02:58:00 PM,Brooklyn,41,18,063,Group Home,Incendiary,Incendiary
2017,06/25/2017 02:58:00 PM,Bronx,15,10,045,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,06/25/2017 03:08:00 PM,Manhattan,13,12,033,MD Residential Structure,Extension Cord,Electrical
2017,06/25/2017 03:21:35 PM,Manhattan,07,02,006,MD Residential Structure,Stove  - Natural Gas,Appliances
2017,06/25/2017 03:54:58 PM,Brooklyn,43,13,060,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,06/25/2017 04:37:43 PM,Bronx,27,12,047,PD Residential Structure,Incendiary,Incendiary
2017,06/25/2017 05:37:00 PM,Queens,50,12,103,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,06/25/2017 05:55:00 PM,Queens,46,03,115,MD Residential Structure,Heat from Light Bulb,Hot Objects
2017,06/25/2017 06:00:00 PM,Manhattan,09,04,010,No Fire,Other - No Fire,No Fire
2017,06/25/2017 07:45:00 PM,Manhattan,12,11,025,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/25/2017 08:06:00 PM,Brooklyn,43,13,060,PD Residential Structure,Electrical Wiring,Electrical
2017,06/25/2017 09:12:34 PM,Queens,50,12,103,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,06/25/2017 09:31:17 PM,Bronx,15,11,049,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/25/2017 10:47:53 PM,Brooklyn,44,16,073,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
2017,06/25/2017 11:38:19 PM,Brooklyn,44,16,073,MD Residential Structure,Incendiary,Incendiary
2017,06/25/2017 11:46:11 PM,Brooklyn,58,18,069,Commercial Structure,Heat from Light Bulb,Hot Objects
2017,06/26/2017 12:04:00 AM,Brooklyn,38,09,071,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/26/2017 02:24:04 AM,Brooklyn,43,15,061,PD Residential Structure,Electrical Wiring,Electrical
2017,06/26/2017 08:00:00 AM,Queens,53,13,105,,Preliminary Investigation Only,Other
2017,06/26/2017 08:31:00 AM,Queens,46,06,112,,Preliminary Investigation Only,Other
2017,06/26/2017 08:33:00 AM,Queens,54,13,105,,Preliminary Investigation Only,Other
2017,06/26/2017 09:17:29 AM,Bronx,20,10,045,PD Residential Structure,Ignitable Liquids/Gases - Gasoline,Ignitable
2017,06/26/2017 09:55:00 AM,Queens,54,12,103,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/26/2017 10:40:43 AM,Queens,45,02,108,,Preliminary Investigation Only,Other
2017,06/26/2017 11:00:00 AM,Brooklyn,40,10,068,MD Residential Structure,Electrical Wiring,Electrical
2017,06/26/2017 02:01:00 PM,Queens,53,13,111,Brush,Smoking (Cigarette/Cigar),Smoking
2017,06/26/2017 02:01:50 PM,Brooklyn,40,12,066,PD Residential Structure,Electrical Wiring,Electrical
2017,06/26/2017 06:00:00 PM,Bronx,19,05,046,Other,Juvenile Firesetter Intervention,Other
2017,06/26/2017 09:45:00 PM,Queens,54,13,105,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/26/2017 10:50:00 PM,Queens,52,08,107,Commercial Structure,Motors - Electric,Motors
2017,06/27/2017 12:02:00 AM,Bronx,27,12,047,,Preliminary Investigation Only,Other
2017,06/27/2017 12:50:00 AM,Brooklyn,38,09,071,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/27/2017 03:15:16 AM,Brooklyn,32,06,076,PD Residential Structure,Other - Electrical,Electrical
2017,06/27/2017 07:21:46 AM,Queens,50,12,113,PD Residential Structure,Candle,Open Flame
2017,06/27/2017 08:00:00 AM,Brooklyn,37,03,081,Other,Juvenile Firesetter Intervention,Other
2017,06/27/2017 09:05:15 AM,Bronx,20,11,049,PD Residential Structure,Other,Other
2017,06/27/2017 09:07:00 AM,Bronx,26,01,040,MD Residential Structure,Incendiary,Incendiary
2017,06/27/2017 09:45:44 AM,Manhattan,12,10,028,,Preliminary Investigation Only,Other
2017,06/27/2017 12:04:05 PM,Queens,53,07,109,PD Residential Structure,Preliminary Investigation Only,Other
2017,06/27/2017 02:51:00 PM,Manhattan,09,07,020,Outside Rubbish,Incendiary,Incendiary
2017,06/27/2017 03:50:57 PM,Brooklyn,35,01,090,MD Residential Structure,Other - Electrical,Electrical
2018,06/27/2017 04:00:00 PM,Brooklyn,38,09,071,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,06/27/2017 04:21:07 PM,Manhattan,13,12,033,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,06/27/2017 04:57:00 PM,Queens,50,08,107,Hospital,Incendiary - Combustible Material,Incendiary
2017,06/27/2017 05:10:50 PM,Queens,39,09,102,Public Structure,Preliminary Investigation Only,Other
2017,06/27/2017 05:39:56 PM,Manhattan,01,01,001,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/27/2017 07:12:08 PM,Queens,,02,108,Commercial Structure,Electrical Wiring,Electrical
2017,06/27/2017 08:52:00 PM,Queens,53,11,111,,Preliminary Investigation Only,Other
2017,06/27/2017 09:00:00 PM,Queens,51,09,102,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,06/27/2017 09:19:00 PM,Brooklyn,41,14,070,,Preliminary Investigation Only,Other
2017,06/27/2017 09:34:16 PM,Brooklyn,31,06,076,Commercial Structure,Extension Cord,Electrical
2017,06/27/2017 10:35:52 PM,Staten Island,23,03,123,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,06/27/2017 10:35:52 PM,Staten Island,23,03,123,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2017,06/28/2017 12:04:00 AM,Brooklyn,38,09,071,No Fire,Incendiary - Fireworks,Incendiary
2017,06/28/2017 12:07:20 AM,Staten Island,21,01,120,PD Residential Structure,Clothes Dryer,Appliances
2017,06/28/2017 12:29:00 AM,Queens,49,01,114,Vehicle,Smoking (Cigarette/Cigar),Smoking
2017,06/28/2017 01:15:57 AM,Bronx,17,04,044,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/28/2017 02:50:00 AM,Bronx,26,03,042,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2017,06/28/2017 04:18:24 AM,Manhattan,12,11,023,MD Residential Structure,Incendiary,Incendiary
2017,06/28/2017 12:22:32 PM,Queens,46,05,104,Brush,Incendiary - Combustible Material,Incendiary
2017,06/28/2017 01:13:00 PM,Manhattan,07,05,014,Other,Smoking (Cigarette/Cigar),Smoking
2017,06/28/2017 01:45:00 PM,Bronx,26,02,041,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/28/2017 02:47:00 PM,Brooklyn,35,01,090,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/28/2017 04:06:00 PM,Manhattan,10,08,019,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/28/2017 04:20:00 PM,Bronx,17,04,044,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/28/2017 04:51:00 PM,Manhattan,08,06,017,MD Residential Structure,Preliminary Investigation Only,Other
2017,06/28/2017 05:00:00 PM,Bronx,27,07,052,MD Residential Structure,Juvenile Firesetter Intervention,Other
2017,06/28/2017 05:16:39 PM,Queens,54,12,113,PD Residential Structure,Incendiary,Incendiary
2017,06/28/2017 05:45:34 PM,Manhattan,06,02,006,MD Residential Structure,Chimney/Flues,Hot Objects
2017,06/28/2017 09:57:00 PM,Manhattan,12,10,028,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,06/28/2017 10:22:35 PM,Queens,51,09,102,PD Residential Structure,Electrical Wiring,Electrical
2017,06/28/2017 10:57:57 PM,Brooklyn,33,18,063,PD Residential Structure,Other - Electrical,Electrical
2017,06/28/2017 11:21:58 PM,Manhattan,11,11,025,Vehicle,Vehicle Wiring,Electrical
2017,06/29/2017 12:42:00 AM,Manhattan,16,10,032,MFA,MFA,No Fire
2017,06/29/2017 12:51:40 AM,Queens,46,01,114,PD Residential Structure,Electrical Wiring,Electrical
2017,06/29/2017 10:14:02 AM,Bronx,18,09,043,MD Residential Structure,Appliance Cord,Electrical
2017,06/29/2017 03:29:31 PM,Queens,51,,,Other,Preliminary Investigation Only,Other
2017,06/29/2017 04:12:14 PM,Queens,39,09,102,Other,Preliminary Investigation Only,Other
2017,06/29/2017 05:00:00 PM,Brooklyn,58,17,067,Other,Juvenile Firesetter Intervention,Other
2017,06/29/2017 05:41:37 PM,Manhattan,09,04,018,Hospital,Torch - Legal Use of,Open Flame
2017,06/29/2017 06:02:00 PM,Brooklyn,43,15,061,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,06/29/2017 06:27:40 PM,Queens,51,10,106,Vehicle,Incendiary - Combustible Material,Incendiary
2017,06/29/2017 07:40:00 PM,Bronx,49,01,043,Other,Incendiary,Incendiary
2017,06/29/2017 07:45:00 PM,Manhattan,09,07,020,,Preliminary Investigation Only,Other
2017,06/29/2017 08:24:13 PM,Bronx,48,06,048,MD Residential Structure,Preliminary Investigation Only,Other
